author,year,journal,title,keywords,doi,is_bipv,is_shadow,is_ml,is_dl,is_nn,is_cnn,is_rnn
Rakotomahefa T.M.J.,2018,J. Build. Perform. Simul.,Zonal network solution of temperature profiles in a ventilated wall module,"['temperature', 'thermal network', 'optimization', 'zonal model', 'genetic algorithm', 'heat transfer', 'perturb and observe', 'loss', 'module', 'parameter', 'indoor', 'heat', 'model', 'ventilated wall', 'algorithm', 'network', 'outdoor', 'validation', 'irradiation', 'noise', 'prediction', 'thermal', 'measurement', 'air', 'energy']",10.1080/19401493.2017.1409268,0,0,0,0,0,0,0
Park S.-W.,2018,J. Electr. Eng. Technol.,An improved photovoltaic system output prediction model under limited weather information,"['weather', 'method', 'power', 'output', 'control', 'characteristization', 'mean absolute error', 'weather information', 'cloud', 'weather forecast', 'photovoltaic', 'neural network', 'deep learning', 'model', 'operatation', 'machine learning', 'cloud cover radiation model', 'meteorological radiation model', 'renewable energy', 'irradiation', 'photovoltaic system power output prediction model', 'photovoltaic forecasting', 'prediction', 'system', 'meteorology', 'energy', 'management', 'grid']",10.5370/JEET.2018.13.5.1874,0,0,1,1,1,0,0
Voyant C.,2018,Renewable Sustainable Energy Rev,"Solar irradiation nowcasting by stochastic persistence: A new parsimonious, simple and efficient forecasting tool","['model', 'method', 'machine learning', 'experiment', 'mean bias error', 'irradiation', 'performance', 'data', 'persistence', 'bias-variance', 'prediction', 'measurement', 'forecasting', 'energy']",10.1016/j.rser.2018.04.116,0,0,1,0,0,0,0
Selimefendigil F.,2018,Renew. Energy,Experimental analysis and dynamic modeling of a photovoltaic module with porous fins,"['temperature', 'output', 'experiment', 'performance', 'photovoltaic', 'pv module', 'module', 'neural network', 'wind', 'deep learning', 'analysis', 'model', 'machine learning', 'irradiation', 'data', 'prediction', 'system', 'performance predictions', 'solar']",10.1016/j.renene.2018.02.002,0,0,1,1,1,0,0
Syafaruddin,2018,ICIC Express Lett.,A simple method for determination of electrical characteristics in different photovoltaic (PV) modules technologies,"['temperature', 'power', 'optimization', 'pv modeling', 'electrical characteristics', 'characteristization', 'performance', 'photovoltaic', 'loss', 'module', 'parameter', 'characterization', 'model', 'MPPT', 'algorithm', 'module technologies', 'modeling', 'photovoltaic module', 'efficiency', 'cell', 'system', 'weather']",10.24507/icicel.12.09.871,0,0,0,0,0,0,0
Sossan F.,2018,IEEE Trans. Ind. Inf.,Unsupervised Disaggregation of Photovoltaic Production from Composite Power Flow Measurements of Heterogeneous Prosumers,"['roof', 'power', 'optimization', 'optimization problems', 'genetic algorithm', 'characteristization', 'performance', 'battery', 'photovoltaic', 'photovoltaic  generation', 'generation', 'demand', 'global horizontal irradiance', 'model', 'algorithm', 'disaggregation', 'modeling', 'unsupervised learning', 'non-uniform', 'irradiation', 'estimation', 'system', 'measurement']",10.1109/TII.2018.2791932,0,0,0,0,0,0,0
Abdullah M.N.,2018,Bull. Electr. Eng. Inform.,Estimation of photovoltaic module parameters based on total error minimization of I-V characteristic,"['single-diode and two-diode', 'power', 'characteristization', 'performance', 'total estimation error', 'diode', 'photovoltaic', 'models', 'module', 'parameter', 'simulation', 'analysis', 'model', 'modeling', 'data', 'estimation', 'system', 'photovoltaic modeling']",10.11591/eei.v7i3.1274,0,0,0,0,0,0,0
Di Piazza M.C.,2018,Int. J. Renew. Energy Res.,Evaluation of ground currents in a PV system with high frequency modeling,"['model', 'high frequency', 'algorithm', 'optimization', 'modeling', 'power', 'genetic algorithm', 'cmc', 'photovoltaic plants', 'photovoltaic', 'parameter identification', 'module', 'parameter', 'common mode current', 'high frequency modeling']",nan,0,0,0,0,0,0,0
Priyadarshi N.,2018,Energies,"Hybrid PV-Wind, micro-grid development using quasi-Z-source inverter modeling and control-experimental investigation","['method', 'converter', 'power', 'characteristization', 'experiment', 'mprvs', 'distribution', 'model', 'correlation', 'quasi z-source inverter', 'irradiation', 'load', 'microgrid', 'pv', 'high voltage', 'system', 'grid', 'optimization', 'control', 'genetic algorithm', 'output', 'performance', 'battery', 'photovoltaic', 'high power', 'module', 'wind', 'algorithm', 'MPPT', 'modeling', 'hybrid', 'sepic converter', 'mpp', 'inverter', 'distributed generation']",10.3390/en11092277,0,0,0,0,0,0,0
Bottaccioli L.,2018,IEEE Syst. J.,GIS-based software infrastructure to model PV generation in fine-grained spatio-temporal domain,"['renewable energy sources', 'renewable energy source', 'experiment', 'distribution', 'photovoltaic', 'GIS', 'solar energy', 'distributed software architecture', 'gis', 'simulation', 'green', 'model', 'smart city', 'modeling', 'renewable energy', 'geographic information system', 'data', 'system', 'meteorology', 'energy']",10.1109/JSYST.2017.2726350,0,0,0,0,0,0,0
Wu S.-Y.,2018,Renew. Energy,Heat transfer characteristics and performance evaluation of water-cooled PV/T system with cooling channel above PV panel,"['temperature', 'characteristization', 'mean bias error', 'performance', 'heat transfer', 'photovoltaic', 'numerical study', 'photovolatic', 'neural network', 'deep learning', 'heat', 'analysis', 'model', 'cooling', 'machine learning', 'irradiation', 'efficiency', 'thermal', 'energy and exergy efficiencies', 'system', 'water-cooled photovoltaic/thermal system', 'cooling channel above pv panel', 'energy']",10.1016/j.renene.2018.03.023,0,0,1,1,1,0,0
Tossa A.K.,2018,J. Renewable Sustainable Energy,Artificial intelligence technique for estimating PV modules performance ratio under outdoor operating conditions,"['temperature', 'optimization', 'output', 'genetic algorithm', 'performance', 'photovoltaic', 'module', 'neural network', 'parameter', 'deep learning', 'model', 'algorithm', 'machine learning', 'modeling', 'prediction', 'none', 'irradiation', 'Silicon', 'estimation', 'air']",10.1063/1.5042217,0,0,1,1,1,0,0
Lekbir A.,2018,Int. J. Power Electron. Drive Syst.,The recovery of energy from a hybrid system to improve the performance of a photovoltaic cell,"['thermoelectric', 'generator', 'method', 'temperature', 'optimization', 'experiment', 'characteristization', 'mean bias error', 'photovoltaic', 'module', 'model', 'algorithm', 'modeling', 'hybrid', 'hybrid energy', 'design', 'thermal', 'system', 'energy']",10.11591/ijpeds.v9n3.pp957-964,0,0,0,0,0,0,0
Juarez R.T.,2018,IEEE Trans Power Syst,Steady-State Model of Grid-Connected Photovoltaic Generation for Power Flow Analysis,"['newton-raphson', 'generator', 'method', 'online', 'converter', 'power', 'power flow analysis', 'control', 'non-linear', 'photovoltaic', 'grid-connected pv generation', 'generation', 'voltage source converter', 'analysis', 'model', 'algorithm', 'operatation', 'newton-raphson algorithm', 'grid']",10.1109/TPWRS.2018.2817585,0,0,0,0,0,0,0
Majumder I.,2018,Energy Convers. Manage.,Variational mode decomposition based low rank robust kernel extreme learning machine for solar irradiation forecasting,"['reliability', 'method', 'online', 'power', 'non-linear', 'experiment', 'extraction', 'solar irradiation prediction', 'variational mode decomposition', 'loss', 'parameter', 'wavelet', 'short-term', 'model', 'power plant', 'morlet wavelet kernel', 'empirical mode decomposition', 'noise', 'prediction', 'irradiation', 'hybrid', 'data', 'low rank robust kernel extreme learning machine', 'estimation', 'weather']",10.1016/j.enconman.2018.06.021,0,0,0,0,0,0,0
Rajasegharan V.V.,2018,Electr Power Syst Res,Modelling and controlling of PV connected quasi Z-source cascaded multilevel inverter system: An HACSNN based control approach,"['method', 'power', 'inverter', 'output', 'control', 'extraction', 'performance', 'grid tie current', 'photovoltaic', 'module', 'neural network', 'parameter', 'deep learning', 'acs algorithm', 'model', 'algorithm', 'MPPT', 'machine learning', 'modeling', 'qzs-cmi', 'data', 'voltage', 'pv', 'design', 'system', 'grid', 'multilevel']",10.1016/j.epsr.2018.04.020,0,0,1,1,1,0,0
Moraes L.,2018,Appl. Energy,Comparison of long-term wind and photovoltaic power capacity factor datasets with open-license,"['weather', 'method', 'renewable energies integration', 'power', 'optimization', 'genetic algorithm', 'energy systems modeling', 'wind and photovoltaics/pv power time series', 'photovoltaic', 'long-term', 'wind', 'simulation', 'analysis', 'model', 'correlation', 'comparing datasets based on reanalysis data', 'algorithm', 'modeling', 'carbon', 'renewable energy', 'load', 'data', 'correction', 'system', 'meteorology', 'power capacity factors', 'energy']",10.1016/j.apenergy.2018.04.109,0,0,0,0,0,0,0
Breker S.,2018,Appl. Soft Comput. J.,Hosting capacity of low-voltage grids for distributed generation: Classification by means of machine learning techniques,"['generator', 'grid classification', 'optimization', 'genetic algorithm', 'characteristization', 'distribution', 'classification', 'photovoltaic', 'neural network', 'parameter', 'deep learning', 'generation', 'simulation', 'low-voltage grid', 'model', 'distribution grid planning', 'planning', 'algorithm', 'distributed generation', 'machine learning', 'load', 'low voltage', 'data', 'support vector machine', 'support vector machines', 'estimation', 'system', 'grid']",10.1016/j.asoc.2018.05.007,0,0,1,1,1,0,0
Oneto L.,2018,IEEE Syst. J.,Data-driven photovoltaic power production nowcasting and forecasting for polygeneration microgrids,"['model selection', 'method', 'power', 'performance', 'random forests', 'building', 'kernel methods', 'photovoltaic', 'least square', 'photovoltaic power production', 'deep learning', 'neural network', 'energy management system', 'model', 'algorithm', 'machine learning', 'microgrids', 'microgrid', 'nowcasting', 'extreme learning machines', 'data', 'grid', 'ensemble', 'management', 'prediction', 'system', 'forecasting', 'random forest', 'energy']",10.1109/JSYST.2017.2688359,0,0,1,1,1,0,0
Ferrer-Rodriguez J.P.,2018,Energies,Ray tracing comparison between triple-junction and four-junction solar cells in PMMA fresnel-based high-CPV Units,"['refractive secondary optics', 'CPV', 'mean bias error', 'high concentration', 'four-junction cell', 'photovoltaic', 'module', 'triple-junction cell', 'fresnel lens', 'simulation', 'analysis', 'model', 'optical modeling', 'modeling', 'efficiency', 'high concentrator photovoltaic', 'cell', 'system']",10.3390/en11092455,0,0,0,0,0,0,0
Rao R.R.,2018,Heliyon,An updated review on factors and their inter-linked influences on photovoltaic system performance,"['method', 'temperature', 'power', 'optimization', 'control', 'genetic algorithm', 'experiment', 'output', 'performance', 'photovoltaic', 'long-term', 'parameter', 'heat', 'analysis', 'model', 'correlation', 'algorithm', 'modeling', 'irradiation', 'prediction', 'system', 'measurement', 'energy']",10.1016/j.heliyon.2018.e00815,0,0,0,0,0,0,0
Tesfahunegn S.G.,2018,Int. J. Energy Conv.,Modelling and control of grid-connected PV/fuel cell/battery hybrid power system,"['sliding mode control', 'hybrid power system', 'power', 'control', 'battery', 'distribution', 'photovoltaic', 'model', 'distributed generation', 'modeling', 'hybrid', 'data', 'pv', 'system', 'fuel cell', 'grid']",10.15866/irecon.v6i5.16652,0,0,0,0,0,0,0
Rasmussen T.B.,2018,J. Mod. Power Syst. Clean Energy,Effects of centralized and local PV plant control for voltage regulation in LV feeder based on cyber-physical simulations,"['cyber-physical system', 'distribution network', 'voltage regulation', 'power', 'optimization', 'control', 'performance', 'photovoltaic', 'neural network', 'deep learning', 'simulation', 'model', 'algorithm', 'network', 'machine learning', 'modeling', 'irradiation', 'low voltage', 'noise', 'system', 'weather']",10.1007/s40565-018-0445-x,0,0,1,1,1,0,0
Nwokolo S.C.,2018,Renewable Sustainable Energy Rev,A qualitative review of empirical models for estimating diffuse solar radiation from experimental data in Africa,"['pv technologies', 'distribution', 'classification', 'photovoltaic', 'africa', 'parameter', 'empirical model', 'model', 'algorithm', 'radiation', 'machine learning', 'modeling', 'carbon', 'irradiation', 'efficiency', 'diffuse solar radiation', 'functional forms', 'estimation', 'system', 'measurement', 'energy', 'pv stimulation tools']",10.1016/j.rser.2018.04.118,0,0,1,0,0,0,0
Megahed T.F.,2018,Irn. J. Sci. Technol. Trans. Electri. Eng.,Modified DFIG/PV Plus Storage Units Modeling and Control Based on DFIG Sub-/Super-synchronous Modes,"['reliability', 'storage units', 'generator', 'converter', 'power', 'optimization', 'control', 'characteristization', 'performance', 'photovoltaic', 'wind', 'simulation', 'analysis', 'model', 'pv array', 'algorithm', 'operatation', 'modeling', 'renewable energy', 'doubly fed induction generator', 'hybrid', 'efficiency', 'design', 'system', 'grid', 'energy']",10.1007/s40998-018-0076-2,0,0,0,0,0,0,0
Chowdhury N.,2018,Energies,"Optimization of solar energy system for the electric vehicle at university campus in Dhaka, Bangladesh","['power', 'pid', 'optimization', 'genetic algorithm', 'distribution', 'solar photovoltaic', 'photovoltaic', 'home', 'charging', 'electric vehicles', 'green', 'analysis', 'model', 'distributed energy', 'algorithm', 'modeling', 'renewable energy', 'homer', 'green transportation', 'system', 'grid', 'energy']",10.3390/en11092433,0,0,0,0,0,0,0
Yu Y.,2018,J. Renewable Sustainable Energy,Comparison of short-term solar irradiance forecasting methods when weather conditions are complicated,"['power', 'optimization', 'genetic algorithm', 'output', 'photovoltaic', 'neural network', 'deep learning', 'short-term', 'analysis', 'model', 'correlation', 'algorithm', 'machine learning', 'none', 'irradiation', 'efficiency', 'prediction', 'system', 'meteorology', 'weather']",10.1063/1.5041905,0,0,1,1,1,0,0
Boumaiza A.,2018,Int. J. Renew. Energy Res.,Modeling the impact of innovation diffusion on solar PV adoption in city neighborhoods,"['analysis', 'model', 'method', 'online', 'modeling', 'renewable energy adoption', 'renewable energy', 'agent based modeling', 'home', 'diffusion of innovation', 'renewable energy technologies', 'social network analysis', 'energy']",nan,0,0,0,0,0,0,0
AlZahrani A.A.,2018,Appl. Energy,Modeling and performance optimization of a solid oxide electrolysis system for hydrogen production,"['temperature', 'power', 'optimization', 'genetic algorithm', 'performance', 'high temperature electrolyzer', 'hydrogen production', 'solid oxide electrolysis', 'wind', 'heat', 'model', 'power plant', 'algorithm', 'operatation', 'modeling', 'high temperature', 'efficiency', 'design', 'system', 'energy']",10.1016/j.apenergy.2018.04.124,0,0,0,0,0,0,0
Liao Z.,2018,Energy,Thermal analysis of a conceptual loop heat pipe for solar central receivers,"['temperature', 'power', 'mean bias error', 'plant', 'numerical simulation', 'loop heat pipe', 'simulation', 'heat', 'analysis', 'model', 'central receiver', 'solar power tower plant', 'modeling', 'irradiation', 'design', 'energy']",10.1016/j.energy.2018.06.069,0,0,0,0,0,0,0
Abd Elaziz M.,2018,Energy Convers. Manage.,Parameter estimation of solar cells diode models by an improved opposition-based whale optimization algorithm,"['method', 'mechanism', 'optimization', 'whale optimization', 'experiment', 'opposition-based learning', 'performance', 'diode', 'photo voltaic cell', 'photovoltaic', 'module', 'solar cell modeling', 'parameter', 'whale', 'model', 'algorithm', 'modeling', 'data', 'cell', 'system', 'design', 'energy']",10.1016/j.enconman.2018.05.062,0,0,0,0,0,0,0
Remidi K.,2018,Int. J. Power Electron. Drive Syst.,Investigation of the experimental characterization of the different inorganic light emitting diodes (LEDS) and the photovoltaic effect on these LEDs,"['model', 'modeling', 'experiment', 'characteristization', 'enp', 'irradiation', 'diode', 'light emitting diodes', 'photovoltaic', 'measurement', 'green']",10.11591/ijpeds.v9n3.pp106-1411,0,0,0,0,0,0,0
Yin F.,2018,Ocean Eng.,Non-probabilistic reliability analysis and design optimization for valve-port plate pair of seawater hydraulic pump for underwater apparatus,"['analysis', 'reliability analysis', 'model', 'method', 'reliability', 'non-probabilistic reliability', 'convex model', 'performance', 'valve-port plate pair', 'photovoltaic', 'seawater hydraulics', 'axial piston pump', 'system', 'air']",10.1016/j.oceaneng.2018.06.007,0,0,0,0,0,0,0
